Accession	Description	Gene Symbol	Corrected Abundance ratio (1.53)	Log2 Corrected Abundance Ratio	Abundance Ratio Adj. P-Value: (127. T3 Tc WT) / (126. T0 WT)	LOG10 Adj.P-val
P69908	Glutamate decarboxylase alpha OS=Escherichia coli (strain K12) OX=83333 GN=gadA PE=1 SV=1	gadA	0.394771242	-1.340911198	1	0
P04949	Flagellin OS=Escherichia coli (strain K12) OX=83333 GN=fliC PE=1 SV=2	fliC	0.396078431	-1.336141954	0.000111712	3.951900309
P0AGE9	Succinate--CoA ligase [ADP-forming] subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=sucD PE=1 SV=2	sucD	0.397385621	-1.331388424	1	0
P32176	Formate dehydrogenase-O major subunit OS=Escherichia coli (strain K12) OX=83333 GN=fdoG PE=1 SV=5	fdoG	0.397385621	-1.331388424	0.000202087	3.694461568
P77223	Ion-translocating oxidoreductase complex subunit B OS=Escherichia coli (strain K12) OX=83333 GN=rsxB PE=1 SV=1	rsxB	0.397385621	-1.331388424		#VALEUR!
P0AD65	Peptidoglycan D.D-transpeptidase MrdA OS=Escherichia coli (strain K12) OX=83333 GN=mrdA PE=1 SV=1	mrdA	0.398039216	-1.32901752	1	0
P24186	Bifunctional protein FolD OS=Escherichia coli (strain K12) OX=83333 GN=folD PE=1 SV=4	folD	0.39869281	-1.326650505	0.649024216	0.187739099
P0ADK8	Uncharacterized protein YibL OS=Escherichia coli (strain K12) OX=83333 GN=yibL PE=1 SV=1	yibL	0.4	-1.321928095	0.995862411	0.00180066
P04805	Glutamate--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=gltX PE=1 SV=1	gltX	0.405228758	-1.303191532	0.250505482	0.601182765
P07364	Chemotaxis protein methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=cheR PE=4 SV=2	cheR	0.405882353	-1.300866479	1	0
P0A9P6	ATP-dependent RNA helicase DeaD OS=Escherichia coli (strain K12) OX=83333 GN=deaD PE=1 SV=2	deaD	0.406535948	-1.298545167	0.177281689	0.75133612
P0A9P0	Dihydrolipoyl dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=lpdA PE=1 SV=2	lpd	0.407843137	-1.293913719	0.138631901	0.85813682
P21420	Putative outer membrane porin protein NmpC OS=Escherichia coli (strain K12) OX=83333 GN=nmpC PE=5 SV=2		0.408496732	-1.291603558		#VALEUR!
P31057	3-methyl-2-oxobutanoate hydroxymethyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=panB PE=1 SV=1	panB	0.409803922	-1.286994305	1	0
P0A6A3	Acetate kinase OS=Escherichia coli (strain K12) OX=83333 GN=ackA PE=1 SV=1	ackA	0.411111111	-1.282399731	0.32382627	0.489687922
P02359	30S ribosomal protein S7 OS=Escherichia coli (strain K12) OX=83333 GN=rpsG PE=1 SV=3	rpsG	0.411764706	-1.280107919	4.16939E-05	4.379927047
P0ACB7	Protein HemY OS=Escherichia coli (strain K12) OX=83333 GN=hemY PE=1 SV=1	hemY	0.411764706	-1.280107919	0.001136601	2.944391824
P21499	Ribonuclease R OS=Escherichia coli (strain K12) OX=83333 GN=rnr PE=1 SV=2	rnr	0.413071895	-1.275535189	0.089666273	1.047370881
P60340	tRNA pseudouridine synthase B OS=Escherichia coli (strain K12) OX=83333 GN=truB PE=1 SV=1	truB	0.41372549	-1.273254248	0.393160023	0.405430648
P76502	Phosphohistidine phosphatase SixA OS=Escherichia coli (strain K12) OX=83333 GN=sixA PE=1 SV=1	sixA	0.41372549	-1.273254248		#VALEUR!
P0ABS8	DNA polymerase III subunit theta OS=Escherichia coli (strain K12) OX=83333 GN=holE PE=1 SV=1	holE	0.41372549	-1.273254248		#VALEUR!
P0ABK9	Cytochrome c-552 OS=Escherichia coli (strain K12) OX=83333 GN=nrfA PE=1 SV=1	nrfA	0.414379085	-1.270976907	0.16616641	0.779456763
P02919	Penicillin-binding protein 1B OS=Escherichia coli (strain K12) OX=83333 GN=mrcB PE=1 SV=2	mrcB	0.414379085	-1.270976907		#VALEUR!
P07363	Chemotaxis protein CheA OS=Escherichia coli (strain K12) OX=83333 GN=cheA PE=1 SV=3	cheA	0.41503268	-1.268703156	0.000390897	3.407937976
P38134	Tyrosine-protein kinase etk OS=Escherichia coli (strain K12) OX=83333 GN=etk PE=1 SV=2	etk	0.41503268	-1.268703156	1	0
P21513	Ribonuclease E OS=Escherichia coli (strain K12) OX=83333 GN=rne PE=1 SV=6	rne	0.415686275	-1.266432982	0.122850213	0.910624088
P0ABU7	Biopolymer transport protein ExbB OS=Escherichia coli (strain K12) OX=83333 GN=exbB PE=1 SV=1	exbB	0.416339869	-1.264166375	0.002547155	2.59394463
P0C0L7	Proline/betaine transporter OS=Escherichia coli (strain K12) OX=83333 GN=proP PE=1 SV=1	proP	0.416339869	-1.264166375	0.965396825	0.015294134
P0AG20	GTP pyrophosphokinase OS=Escherichia coli (strain K12) OX=83333 GN=relA PE=1 SV=1	relA	0.416339869	-1.264166375	1	0
P0A8T7	DNA-directed RNA polymerase subunit beta' OS=Escherichia coli (strain K12) OX=83333 GN=rpoC PE=1 SV=1	rpoC	0.416993464	-1.261903324	0.113948391	0.943291804
P0AFK9	Spermidine/putrescine-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=potD PE=1 SV=1	potD	0.417647059	-1.259643817	0.008224658	2.084882166
P28903	Anaerobic ribonucleoside-triphosphate reductase OS=Escherichia coli (strain K12) OX=83333 GN=nrdD PE=1 SV=2	nrdD	0.417647059	-1.259643817	0.006127496	2.212716937
P39829	Galactarate dehydratase (L-threo-forming) OS=Escherichia coli (strain K12) OX=83333 GN=garD PE=1 SV=2	garD	0.418954248	-1.255135391	0.017139851	1.76599296
P0AFC7	NADH-quinone oxidoreductase subunit B OS=Escherichia coli (strain K12) OX=83333 GN=nuoB PE=1 SV=1	nuoB	0.418954248	-1.255135391	0.209356784	0.679112961
P21156	Sulfate adenylyltransferase subunit 2 OS=Escherichia coli (strain K12) OX=83333 GN=cysD PE=1 SV=3	cysD	0.418954248	-1.255135391	0.472216292	0.325859033
P09831	Glutamate synthase [NADPH] large chain OS=Escherichia coli (strain K12) OX=83333 GN=gltB PE=1 SV=3	gltB	0.419607843	-1.25288645	1	0
P0ACB2	Delta-aminolevulinic acid dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=hemB PE=1 SV=2	hemB	0.420915033	-1.248399059	0.003113217	2.506790546
P0AF43	Uncharacterized protein YjbB OS=Escherichia coli (strain K12) OX=83333 GN=yjbB PE=4 SV=1	yjbB	0.420915033	-1.248399059		#VALEUR!
P30850	Exoribonuclease 2 OS=Escherichia coli (strain K12) OX=83333 GN=rnb PE=1 SV=3	rnb	0.423529412	-1.239465935	2.31728E-05	4.635022362
P0ADW3	Inner membrane protein YhcB OS=Escherichia coli (strain K12) OX=83333 GN=yhcB PE=1 SV=2	yhcB	0.424183007	-1.23724127	0.009591526	2.018112279
P0A7U3	30S ribosomal protein S19 OS=Escherichia coli (strain K12) OX=83333 GN=rpsS PE=1 SV=2	"rpsS; AL524_RS00870"	0.424836601	-1.23502003	0.858043328	0.066490781
P23830	CDP-diacylglycerol--serine O-phosphatidyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=pssA PE=1 SV=2	pssA	0.424836601	-1.23502003	1	0
P13029	Catalase-peroxidase OS=Escherichia coli (strain K12) OX=83333 GN=katG PE=1 SV=2	katG	0.426797386	-1.228376756	0.517569758	0.286031108
P00968	Carbamoyl-phosphate synthase large chain OS=Escherichia coli (strain K12) OX=83333 GN=carB PE=1 SV=2	carB	0.426797386	-1.228376756	0.061343511	1.212231371
P46889	DNA translocase FtsK OS=Escherichia coli (strain K12) OX=83333 GN=ftsK PE=1 SV=2	ftsK	0.426797386	-1.228376756	1	0
P0A996	Anaerobic glycerol-3-phosphate dehydrogenase subunit C OS=Escherichia coli (strain K12) OX=83333 GN=glpC PE=1 SV=1	glpC	0.428104575	-1.223964841	0.059395687	1.22624509
Q47150	Antitoxin DinJ OS=Escherichia coli (strain K12) OX=83333 GN=dinJ PE=1 SV=1	dinJ	0.428104575	-1.223964841	1	0
P0AGJ5	Uncharacterized tRNA/rRNA methyltransferase YfiF OS=Escherichia coli (strain K12) OX=83333 GN=yfiF PE=1 SV=1	yfiF	0.429411765	-1.219566377	2.31728E-05	4.635022362
P07018	Methyl-accepting chemotaxis protein IV OS=Escherichia coli (strain K12) OX=83333 GN=tap PE=1 SV=2	tap	0.430718954	-1.215181283	1	0
P0A7Q6	50S ribosomal protein L36 OS=Escherichia coli (strain K12) OX=83333 GN=rpmJ PE=1 SV=1	"APT61_RS22320; rpmJ; GLAD_RS24975; AB182_RS27840"	0.430718954	-1.215181283	0.603566386	0.219274955
P39377	Isoaspartyl dipeptidase OS=Escherichia coli (strain K12) OX=83333 GN=iadA PE=1 SV=1	iadA	0.431372549	-1.212993723	0.315655208	0.500787041
P0ABV2	Biopolymer transport protein ExbD OS=Escherichia coli (strain K12) OX=83333 GN=exbD PE=1 SV=1	exbD	0.431372549	-1.212993723	0.911311477	0.04033316
P0AC75	3-deoxy-D-manno-octulosonic acid transferase OS=Escherichia coli (strain K12) OX=83333 GN=waaA PE=1 SV=1	waaA	0.431372549	-1.212993723	0.633739834	0.198088994
P33136	Glucans biosynthesis protein G OS=Escherichia coli (strain K12) OX=83333 GN=mdoG PE=1 SV=1	opgG	0.432679739	-1.208628531	0.01841238	1.734890066
P69451	Long-chain-fatty-acid--CoA ligase OS=Escherichia coli (strain K12) OX=83333 GN=fadD PE=1 SV=1	fadD	0.432679739	-1.208628531	1	0
P09980	ATP-dependent DNA helicase Rep OS=Escherichia coli (strain K12) OX=83333 GN=rep PE=1 SV=3	rep	0.432679739	-1.208628531	1	0
P0ACD4	Iron-sulfur cluster assembly scaffold protein IscU OS=Escherichia coli (strain K12) OX=83333 GN=iscU PE=1 SV=1	iscU	0.433986928	-1.204276506	0.009527403	2.021025457
P06612	DNA topoisomerase 1 OS=Escherichia coli (strain K12) OX=83333 GN=topA PE=1 SV=2	topA	0.434640523	-1.202105407	0.032634558	1.486322263
P02916	Maltose transport system permease protein MalF OS=Escherichia coli (strain K12) OX=83333 GN=malF PE=1 SV=1	malF	0.435294118	-1.199937571		#VALEUR!
P27240	Lipopolysaccharide core heptose(II) kinase RfaY OS=Escherichia coli (strain K12) OX=83333 GN=rfaY PE=3 SV=2	"rfaY; waaY"	0.435947712	-1.197772986	1	0
Q46851	L-glyceraldehyde 3-phosphate reductase OS=Escherichia coli (strain K12) OX=83333 GN=gpr PE=1 SV=1	"yghZ; gpr"	0.436601307	-1.195611645	0.846876998	0.072179663
P0ACW6	Uncharacterized protein YdcH OS=Escherichia coli (strain K12) OX=83333 GN=ydcH PE=4 SV=2	ydcH	0.437254902	-1.193453537	0.003964344	2.401828628
P39401	Phosphoglycerol transferase I OS=Escherichia coli (strain K12) OX=83333 GN=mdoB PE=3 SV=2	opgB	0.439869281	-1.184853243	0.193667322	0.712943653
P0A9Q7	Aldehyde-alcohol dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=adhE PE=1 SV=2	adhE	0.440522876	-1.182711156	0.248223875	0.605156449
P76116	Uncharacterized protein YncE OS=Escherichia coli (strain K12) OX=83333 GN=yncE PE=1 SV=1	yncE	0.440522876	-1.182711156	1	0
P76578	Uncharacterized lipoprotein YfhM OS=Escherichia coli (strain K12) OX=83333 GN=yfhM PE=1 SV=1	yfhM	0.440522876	-1.182711156	1	0
P15254	Phosphoribosylformylglycinamidine synthase OS=Escherichia coli (strain K12) OX=83333 GN=purL PE=1 SV=3	purL	0.441176471	-1.180572246	6.48072E-06	5.188377005
P0AAJ8	Hydrogenase-2 operon protein HybA OS=Escherichia coli (strain K12) OX=83333 GN=hybA PE=3 SV=1	hybA	0.441176471	-1.180572246	0.831883859	0.079937302
P60422	50S ribosomal protein L2 OS=Escherichia coli (strain K12) OX=83333 GN=rplB PE=1 SV=2	"CSK29544_RS06430; rplB; AL524_RS00875"	0.443137255	-1.174174474	1	0
P75694	Uncharacterized protein YahO OS=Escherichia coli (strain K12) OX=83333 GN=yahO PE=3 SV=1	yahO	0.445098039	-1.16780495	1	0
P09832	Glutamate synthase [NADPH] small chain OS=Escherichia coli (strain K12) OX=83333 GN=gltD PE=1 SV=3	gltD	0.445751634	-1.165688009	8.14997E-05	4.088843897
P28304	Quinone oxidoreductase 1 OS=Escherichia coli (strain K12) OX=83333 GN=qorA PE=1 SV=1	qorA	0.445751634	-1.165688009	1	0
P0A7A9	Inorganic pyrophosphatase OS=Escherichia coli (strain K12) OX=83333 GN=ppa PE=1 SV=2	ppa	0.447712418	-1.15935576	0.00077233	3.112197363
P0A7K6	50S ribosomal protein L19 OS=Escherichia coli (strain K12) OX=83333 GN=rplS PE=1 SV=2	rplS	0.447712418	-1.15935576	9.92959E-05	4.003068488
P68767	Cytosol aminopeptidase OS=Escherichia coli (strain K12) OX=83333 GN=pepA PE=1 SV=1	pepA	0.448366013	-1.157251171	1	0
P25526	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD OS=Escherichia coli (strain K12) OX=83333 GN=gabD PE=1 SV=1	gabD	0.449019608	-1.155149649	1	0
P0AEL0	Formate dehydrogenase. cytochrome b556(fdo) subunit OS=Escherichia coli (strain K12) OX=83333 GN=fdoI PE=1 SV=1	fdoI	0.449673203	-1.153051183	0.005997774	2.222009878
P0ABQ2	2-hydroxy-3-oxopropionate reductase OS=Escherichia coli (strain K12) OX=83333 GN=garR PE=1 SV=1	garR	0.449673203	-1.153051183	0.175555761	0.755584915
P0ADU5	Protein YgiW OS=Escherichia coli (strain K12) OX=83333 GN=ygiW PE=1 SV=1	ygiW	0.449673203	-1.153051183	1	0
P00959	Methionine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=metG PE=1 SV=2	metG	0.450326797	-1.150955765	0.07671341	1.115128709
P0ADF6	Phosphogluconate dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=edd PE=1 SV=1	edd	0.451633987	-1.146774037	1	0
P00957	Alanine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=alaS PE=1 SV=2	alaS	0.452287582	-1.14468771	0.01664106	1.778819007
P67910	ADP-L-glycero-D-manno-heptose-6-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=hldD PE=1 SV=1	"hldD; rfaD"	0.452287582	-1.14468771	1	0
P76002	Inhibitor of g-type lysozyme OS=Escherichia coli (strain K12) OX=83333 GN=pliG PE=1 SV=1	pliG	0.452287582	-1.14468771		#VALEUR!
P0A998	Bacterial non-heme ferritin OS=Escherichia coli (strain K12) OX=83333 GN=ftnA PE=1 SV=1	ftnA	0.452941176	-1.142604395	0.00736189	2.133010677
P0A6J5	D-amino acid dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=dadA PE=1 SV=1	dadA	0.453594771	-1.140524085	1	0
P0ACC7	Bifunctional protein GlmU OS=Escherichia coli (strain K12) OX=83333 GN=glmU PE=1 SV=1	glmU	0.454248366	-1.13844677	0.009329523	2.030140575
P0AGA2	Protein translocase subunit SecY OS=Escherichia coli (strain K12) OX=83333 GN=secY PE=1 SV=1	secY	0.454248366	-1.13844677	1	0
P0AEN8	L-fucose mutarotase OS=Escherichia coli (strain K12) OX=83333 GN=fucU PE=1 SV=1	fucU	0.454248366	-1.13844677	1	0
P77376	Uncharacterized oxidoreductase YdgJ OS=Escherichia coli (strain K12) OX=83333 GN=ydgJ PE=1 SV=2	ydgJ	0.454248366	-1.13844677		#VALEUR!
P15877	Quinoprotein glucose dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=gcd PE=1 SV=3	gcd	0.45620915	-1.132232711	1	0
P39280	L-lysine 2.3-aminomutase OS=Escherichia coli (strain K12) OX=83333 GN=epmB PE=1 SV=1	"epmB; yjeK"	0.45620915	-1.132232711	1	0
P0A843	Sec-independent protein translocase protein TatE OS=Escherichia coli (strain K12) OX=83333 GN=tatE PE=2 SV=1	tatE	0.45620915	-1.132232711	1	0
P0A832	SsrA-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=smpB PE=1 SV=2	smpB	0.45620915	-1.132232711	1	0
P10408	Protein translocase subunit SecA OS=Escherichia coli (strain K12) OX=83333 GN=secA PE=1 SV=2	secA	0.45751634	-1.128104826	4.49059E-05	4.347696261
P0ABF1	Poly(A) polymerase I OS=Escherichia coli (strain K12) OX=83333 GN=pcnB PE=1 SV=2	pcnB	0.45751634	-1.128104826	1	0
P0AG18	N5-carboxyaminoimidazole ribonucleotide mutase OS=Escherichia coli (strain K12) OX=83333 GN=purE PE=1 SV=2	purE	0.45751634	-1.128104826	0.134226888	0.872160479
P0A9W3	Energy-dependent translational throttle protein EttA OS=Escherichia coli (strain K12) OX=83333 GN=ettA PE=1 SV=2	"yjjK; ettA"	0.459477124	-1.121935059	5.32804E-08	7.273432401
P0A968	Cold shock-like protein CspD OS=Escherichia coli (strain K12) OX=83333 GN=cspD PE=1 SV=1	cspD	0.460130719	-1.119884319	1	0
P77609	Protein FlxA OS=Escherichia coli (strain K12) OX=83333 GN=flxA PE=1 SV=1	flxA	0.460784314	-1.11783649	1	0
P0AD33	UPF0381 protein YfcZ OS=Escherichia coli (strain K12) OX=83333 GN=yfcZ PE=3 SV=1	yfcZ	0.461437908	-1.115791564	1	0
P0AF20	N-acetylglucosamine repressor OS=Escherichia coli (strain K12) OX=83333 GN=nagC PE=2 SV=1	nagC	0.462745098	-1.111710387	1	0
P60438	50S ribosomal protein L3 OS=Escherichia coli (strain K12) OX=83333 GN=rplC PE=1 SV=1	rplC	0.465359477	-1.103582507	0.803599671	0.09496025
P0A9E5	Fumarate and nitrate reduction regulatory protein OS=Escherichia coli (strain K12) OX=83333 GN=fnr PE=1 SV=1	fnr	0.465359477	-1.103582507	1	0
P0AAG5	Multidrug resistance-like ATP-binding protein MdlB OS=Escherichia coli (strain K12) OX=83333 GN=mdlB PE=1 SV=1	mdlB	0.466013072	-1.101557671	0.004118318	2.385280149
P0A6B7	Cysteine desulfurase IscS OS=Escherichia coli (strain K12) OX=83333 GN=iscS PE=1 SV=1	iscS	0.466666667	-1.099535674	0.156024982	0.806805859
P05055	Polyribonucleotide nucleotidyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=pnp PE=1 SV=3	pnp	0.467320261	-1.097516506	0.022548011	1.646891769
P0A7V3	30S ribosomal protein S3 OS=Escherichia coli (strain K12) OX=83333 GN=rpsC PE=1 SV=2	"APT61_RS02090; rpsC; GLAD_RS12870; ENT638_RS23520"	0.467320261	-1.097516506	0.013565559	1.867562314
P21367	Probable hydrolase YcaC OS=Escherichia coli (strain K12) OX=83333 GN=ycaC PE=1 SV=1	ycaC	0.467320261	-1.097516506	1	0
P23845	Sulfate adenylyltransferase subunit 1 OS=Escherichia coli (strain K12) OX=83333 GN=cysN PE=1 SV=1	cysN	0.469281046	-1.091475904	1	0
P77748	Uncharacterized protein YdiJ OS=Escherichia coli (strain K12) OX=83333 GN=ydiJ PE=4 SV=1	ydiJ	0.469934641	-1.089467977	1	0
P00956	Isoleucine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=ileS PE=1 SV=5	ileS	0.470588235	-1.087462841	0.124663784	0.904259693
P37095	Peptidase B OS=Escherichia coli (strain K12) OX=83333 GN=pepB PE=1 SV=2	pepB	0.47254902	-1.081464101	0.000282762	3.548579549
P0ADT2	UPF0441 protein YgiB OS=Escherichia coli (strain K12) OX=83333 GN=ygiB PE=3 SV=2	ygiB	0.47254902	-1.081464101	1	0
P17846	Sulfite reductase [NADPH] hemoprotein beta-component OS=Escherichia coli (strain K12) OX=83333 GN=cysI PE=1 SV=4	cysI	0.473202614	-1.07947005	1	0
P0A8C1	UPF0145 protein YbjQ OS=Escherichia coli (strain K12) OX=83333 GN=ybjQ PE=1 SV=1	ybjQ	0.473856209	-1.077478753	0.082041148	1.085968271
P04036	4-hydroxy-tetrahydrodipicolinate reductase OS=Escherichia coli (strain K12) OX=83333 GN=dapB PE=1 SV=1	dapB	0.474509804	-1.0754902	1	0
P76503	3-ketoacyl-CoA thiolase FadI OS=Escherichia coli (strain K12) OX=83333 GN=fadI PE=1 SV=1	fadI	0.474509804	-1.0754902		#VALEUR!
P0A9M0	Lon protease OS=Escherichia coli (strain K12) OX=83333 GN=lon PE=1 SV=1	lon	0.475163399	-1.073504384	1	0
P00805	L-asparaginase 2 OS=Escherichia coli (strain K12) OX=83333 GN=ansB PE=1 SV=2	ansB	0.475163399	-1.073504384	0.054626706	1.262594983
P0AGL7	Ribosomal RNA small subunit methyltransferase E OS=Escherichia coli (strain K12) OX=83333 GN=rsmE PE=1 SV=1	rsmE	0.475163399	-1.073504384	1	0
P0A8Q6	ATP-dependent Clp protease adapter protein ClpS OS=Escherichia coli (strain K12) OX=83333 GN=clpS PE=1 SV=1	clpS	0.475163399	-1.073504384	1	0
P0CK95	Putative lipoprotein AcfD homolog OS=Escherichia coli (strain K12) OX=83333 GN=yghJ PE=3 SV=1	"yghJ; sslE"	0.477124183	-1.067563284	1	0
P75913	Glyoxylate/hydroxypyruvate reductase A OS=Escherichia coli (strain K12) OX=83333 GN=ghrA PE=1 SV=2	ghrA	0.477777778	-1.065588342	1	0
P20083	DNA topoisomerase 4 subunit B OS=Escherichia coli (strain K12) OX=83333 GN=parE PE=1 SV=3	parE	0.478431373	-1.063616099	1	0
P0A7M2	50S ribosomal protein L28 OS=Escherichia coli (strain K12) OX=83333 GN=rpmB PE=1 SV=2	rpmB	0.478431373	-1.063616099	1	0
P0C079	Antitoxin RelB OS=Escherichia coli (strain K12) OX=83333 GN=relB PE=1 SV=1	"AB185_RS05015; relB; GLAD_RS20080; ENT638_RS21820"	0.478431373	-1.063616099	1	0
P08395	Protease 4 OS=Escherichia coli (strain K12) OX=83333 GN=sppA PE=1 SV=2	sppA	0.478431373	-1.063616099	1	0
P0A9J0	Ribonuclease G OS=Escherichia coli (strain K12) OX=83333 GN=rng PE=1 SV=2	rng	0.479738562	-1.059679685	1	0
P0AA80	Probable galactarate transporter OS=Escherichia coli (strain K12) OX=83333 GN=garP PE=1 SV=1	garP	0.481045752	-1.055753982		#VALEUR!
P0A8M0	Asparagine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=asnS PE=1 SV=2	asnS	0.481699346	-1.053795128	0.208264156	0.681385469
P0ABB0	ATP synthase subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=atpA PE=1 SV=1	atpA	0.482352941	-1.051838932	0.017193826	1.764627485
P0ACP7	HTH-type transcriptional repressor PurR OS=Escherichia coli (strain K12) OX=83333 GN=purR PE=1 SV=2	purR	0.482352941	-1.051838932	1	0
P25524	Cytosine deaminase OS=Escherichia coli (strain K12) OX=83333 GN=codA PE=1 SV=3	codA	0.483006536	-1.049885383	1	0
P68679	30S ribosomal protein S21 OS=Escherichia coli (strain K12) OX=83333 GN=rpsU PE=1 SV=2	"rpsU; DDA3937_RS02955"	0.483660131	-1.047934477	0.007253605	2.139446113
P36771	Probable HTH-type transcriptional regulator LrhA OS=Escherichia coli (strain K12) OX=83333 GN=lrhA PE=4 SV=2	lrhA	0.483660131	-1.047934477	0.289907366	0.53774075
P22523	Chromosome partition protein MukB OS=Escherichia coli (strain K12) OX=83333 GN=mukB PE=1 SV=2	mukB	0.484313725	-1.045986205	1	0
P21507	ATP-dependent RNA helicase SrmB OS=Escherichia coli (strain K12) OX=83333 GN=srmB PE=1 SV=1	srmB	0.484313725	-1.045986205	0.783524804	0.10594725
P75876	Ribosomal RNA large subunit methyltransferase I OS=Escherichia coli (strain K12) OX=83333 GN=rlmI PE=1 SV=2	rlmI	0.48627451	-1.040157126	1	0
P32162	UPF0381 protein YiiS OS=Escherichia coli (strain K12) OX=83333 GN=yiiS PE=1 SV=1	yiiS	0.48627451	-1.040157126	1	0
P0A7A7	Glycerol-3-phosphate acyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=plsB PE=1 SV=2	plsB	0.486928105	-1.038219322	1	0
P0ACP1	Catabolite repressor/activator OS=Escherichia coli (strain K12) OX=83333 GN=cra PE=1 SV=1	cra	0.487581699	-1.036284117	0.59195371	0.227712253
P06987	Histidine biosynthesis bifunctional protein HisB OS=Escherichia coli (strain K12) OX=83333 GN=hisB PE=1 SV=1	hisB	0.487581699	-1.036284117	1	0
P0A796	ATP-dependent 6-phosphofructokinase isozyme 1 OS=Escherichia coli (strain K12) OX=83333 GN=pfkA PE=1 SV=1	pfkA	0.488235294	-1.034351505	1	0
P30744	L-serine dehydratase 2 OS=Escherichia coli (strain K12) OX=83333 GN=sdaB PE=2 SV=2	sdaB	0.488888889	-1.032421478	0.027711975	1.557332525
P46853	Uncharacterized oxidoreductase YhhX OS=Escherichia coli (strain K12) OX=83333 GN=yhhX PE=1 SV=1	yhhX	0.488888889	-1.032421478	1	0
